Angle,Curvature,Velocity,Accelearation,target
53.121196491984406,64.52639014722386,0.0015791805975261,0.0017091653597397,1
50.24896979908528,37.98942334091256,0.0026603143841073,0.0024686508839206,1
46.06684925689172,44.16722351185335,0.0012699613187839,0.0007689723099086,1
40.878093280540895,64.73623474356806,0.0009168892960707,0.0009025020570644,1
43.01755035514487,52.74123037374804,0.0013660395306574,0.000762034922705,1
45.27142989736888,56.58517046684066,0.0007193499248393,0.0004980350658582,1
43.16199746800719,41.97506547773624,0.0017962328185313,0.0010744877677033,1
46.06684925689172,44.16722351185335,0.0012699613187839,0.0007689723099086,1
40.94976205101405,22.57271865564709,0.0005048269648185,0.000244846247478,1
43.52254214341789,11.30584075434915,0.0022336326772701,0.00151807601087,1
44.87116435593222,7.176458626405166,0.0022693727678369,0.0014062718735574,1
46.07266754598473,11.102211406164058,0.0014895002996281,0.0011450374092684,1
40.837662661134864,17.116599036331014,0.0012571932093866,0.0007655888680489,1
38.16796785634792,7.110010678313414,0.002914832188859,0.0020194062410768,1
41.97729687791288,19.00157622865555,0.000584907534893,0.0002202120391311,1
39.339211243997845,8.309425410941683,0.0017961362216501,0.0010896499932345,1
41.31333613195039,19.676983456084717,0.0021911313328286,0.0014865178081698,1
41.93649684076204,5.585000767475997,0.003947716343885,0.003046192050502,1
42.28470275077908,20.944886614476808,0.0014249703028771,0.000748971778073,1
48.35426021206893,12.303680351814322,0.0009619640336824,0.0008136177414406,1
36.67207365627498,7.19301072732029,0.0038146556729397,0.0032087357079069,1
33.07690553303663,21.50469127097024,0.0145632899505814,0.0050580790651761,1
43.08900800901892,31.915690294567128,0.0114552272328343,0.0071607300466502,1
42.136973577824406,60.032410371343246,0.004736410175918,0.0069833905719825,1
38.74727503819441,22.70275293002305,0.0078264500975656,0.0053753119248091,1
53.48079561883161,20.35759317722753,0.0113827007168962,0.0036948971091282,1
39.015241173929134,22.604486269730177,0.0078731758714546,0.0045672529787653,1
45.69937132882286,72.42471464341067,0.0062031062372694,0.0086514856091706,1
36.00837105598952,26.01106572634533,0.0081366775928354,0.0032829768848831,1
47.4302256496343,69.97668702204315,0.0045957632946599,0.0058131316807397,1
46.9910921264431,33.7267389283309,0.0132084966681333,0.0077856584581932,1
